title,authors,date_published,date_updated,tags,url
Persistent storage for Amazon AppStream 2.0 Linux Fleets on Amazon Elastic File System,,2023-10-23T16:31:18+00:00,2023-11-06T17:12:30+00:00,Amazon AppStream 2.0,https://aws.amazon.com/blogs/desktop-and-application-streaming/persistent-storage-for-amazon-appstream-2-0-linux-fleets-on-amazon-elastic-file-system/
Migrating to Microsoft 365 Apps for enterprise at scale on Amazon WorkSpaces,,2023-11-20T17:41:11+00:00,2024-02-17T00:39:55+00:00,Amazon WorkSpaces,https://aws.amazon.com/blogs/desktop-and-application-streaming/preparing-to-migrate-to-microsoft-365-apps-at-scale-on-amazon-workspaces/
Redirect an Okta SAML app to the Amazon WorkSpaces Applications native client,,2022-07-13T19:40:33+00:00,2025-11-12T14:24:31+00:00,Amazon AppStream 2.0,https://aws.amazon.com/blogs/desktop-and-application-streaming/redirect-an-okta-saml-app-to-the-amazon-appstream-2-0-native-client/
Reimagining End User Computing,,2021-01-21T17:24:00+00:00,2023-01-03T23:19:01+00:00,Amazon AppStream 2.0,https://aws.amazon.com/blogs/desktop-and-application-streaming/reimagining-end-user-computing/
SAML 2.0 and certificate-based authentication now available with Amazon WorkSpaces,,2022-11-18T18:46:22+00:00,2024-09-16T13:38:04+00:00,Amazon WorkSpaces,https://aws.amazon.com/blogs/desktop-and-application-streaming/saml-2-0-and-certificate-based-authentication-now-available-with-amazon-workspaces/
Scale your Amazon AppStream 2.0 fleets,,2018-11-12T21:03:01+00:00,2023-09-22T03:48:40+00:00,Amazon AppStream 2.0,https://aws.amazon.com/blogs/desktop-and-application-streaming/scale-your-amazon-appstream-2-0-fleets/
Scheduling managed image updates for AppStream 2.0,,2021-04-30T00:00:27+00:00,2022-11-16T16:10:33+00:00,Amazon AppStream 2.0,https://aws.amazon.com/blogs/desktop-and-application-streaming/scheduling-managed-image-updates-for-appstream-2-0/
Screening Eagle: Optimize CI/CD and end user experience in Amazon AppStream 2.0,,2022-06-01T16:44:50+00:00,2023-12-18T17:01:22+00:00,Amazon AppStream 2.0,https://aws.amazon.com/blogs/desktop-and-application-streaming/screening-eagle-optimize-ci-cd-and-end-user-experience-in-amazon-appstream-2-0/
Seamless Active Directory domain logon architecture with Amazon AppStream 2.0,,2022-11-01T18:28:06+00:00,2022-11-01T18:28:06+00:00,Announcements,https://aws.amazon.com/blogs/desktop-and-application-streaming/seamless-active-directory-domain-logon-architecture-with-amazon-appstream-2-0/
Seamless and secure end-user computing at Intuit with Amazon WorkSpaces,,2023-11-26T14:52:07+00:00,2023-12-20T18:20:14+00:00,Amazon WorkSpaces,https://aws.amazon.com/blogs/desktop-and-application-streaming/seamless-and-secure-end-user-computing-at-intuit-with-amazon-workspaces/
Convert existing Amazon WorkSpaces to the WorkSpaces Streaming Protocol without a rebuild,,2023-01-18T17:02:04+00:00,2023-01-18T17:02:04+00:00,Amazon WorkSpaces,https://aws.amazon.com/blogs/desktop-and-application-streaming/seamlessly-modify-existing-amazon-workspaces-to-use-the-workspaces-streaming-protocol/
Secure access to Amazon QuickSight with Amazon WorkSpaces Secure Browser,,2024-07-08T14:10:10+00:00,2024-07-11T16:58:30+00:00,Amazon QuickSight,https://aws.amazon.com/blogs/desktop-and-application-streaming/secure-access-to-amazon-quicksight-with-amazon-workspaces-secure-browser/
Secure browser access with Amazon WorkSpaces Web,,2023-09-13T19:17:57+00:00,2023-09-13T19:18:25+00:00,Amazon WorkSpaces Secure Browser,https://aws.amazon.com/blogs/desktop-and-application-streaming/secure-browser-access-with-amazon-workspaces-web/
Secure demo environment at Global Valuation with Amazon AppStream 2.0 and Amazon EC2,,2022-12-09T18:52:46+00:00,2022-12-09T18:52:46+00:00,Amazon AppStream 2.0,https://aws.amazon.com/blogs/desktop-and-application-streaming/secure-demo-environment-at-global-valuation-with-amazon-appstream-2-0-and-amazon-ec2/
Secure workloads with Amazon WorkSpaces Core,,2023-07-03T18:00:36+00:00,2023-08-25T20:32:59+00:00,Desktop & Application Streaming,https://aws.amazon.com/blogs/desktop-and-application-streaming/secure-workloads-with-amazon-workspaces-core/
Securely connect users to AWS with the Leostream Platform and NICE DCV,,2023-03-20T15:46:18+00:00,2023-04-18T14:43:08+00:00,Desktop & Application Streaming,https://aws.amazon.com/blogs/desktop-and-application-streaming/securely-connect-users-to-aws-with-the-leostream-platform-and-nice-dcv/
Securely stream AWS workloads to your remote workers,,2023-11-14T19:29:40+00:00,2023-11-14T19:35:38+00:00,Amazon AppStream 2.0,https://aws.amazon.com/blogs/desktop-and-application-streaming/securely-stream-aws-workloads-to-your-remote-workers/
Securing the Edge: AWS and IGEL Unite at Now and Next 2025,,2025-03-24T21:14:54+00:00,2025-03-25T16:22:50+00:00,Amazon AppStream 2.0,https://aws.amazon.com/blogs/desktop-and-application-streaming/securing-the-edge-aws-and-igel-unite-at-now-and-next-2025/
Selecting the right AWS End User Computing service for your needs,,2023-09-07T19:02:49+00:00,2023-09-07T19:02:49+00:00,Amazon AppStream 2.0,https://aws.amazon.com/blogs/desktop-and-application-streaming/selecting-the-right-aws-end-user-computing-service-for-your-needs/
Set up multi-factor authentication with OneLogin for Amazon WorkSpaces,,2021-08-27T00:01:07+00:00,2022-02-16T17:08:55+00:00,Customer Solutions,https://aws.amazon.com/blogs/desktop-and-application-streaming/set-up-multi-factor-authentication-with-onelogin-for-amazon-workspaces/
Setting up Google Workspace SAML 2.0 federation with Amazon AppStream 2.0,,2020-05-29T23:38:36+00:00,2022-08-17T19:51:17+00:00,Amazon AppStream 2.0,https://aws.amazon.com/blogs/desktop-and-application-streaming/setting-up-g-suite-saml-2-0-federation-with-amazon-appstream-2-0/
Simplify and secure your SAP GUI deployments with M365 integration on Amazon WorkSpaces Pools,,2024-09-30T13:53:04+00:00,2024-09-30T21:53:08+00:00,Amazon WorkSpaces,https://aws.amazon.com/blogs/desktop-and-application-streaming/simplify-and-secure-your-sap-gui-deployments-with-m365-integration-on-amazon-workspaces-pools/
Simplify Amazon AppStream 2.0 image management with Application Masking,,2021-02-16T17:46:23+00:00,2021-02-16T17:46:23+00:00,Amazon AppStream 2.0,https://aws.amazon.com/blogs/desktop-and-application-streaming/simplify-appstream-2-0-image-management-with-application-masking/
Simplify certificate-based authentication for WorkSpaces with AWS Private CA Connector for Active Directory,,2024-09-11T13:00:20+00:00,2025-12-17T20:19:22+00:00,Amazon AppStream 2.0,https://aws.amazon.com/blogs/desktop-and-application-streaming/simplify-certificate-based-authentication-for-appstream-2-0-and-workspaces-with-aws-private-ca-connector-for-active-directory/
Simplify Device Redirection in Amazon WorkSpaces Personal and Amazon AppStream 2.0 Using FabulaTech Software,,2025-07-17T15:19:02+00:00,2025-07-17T15:19:02+00:00,Amazon AppStream 2.0,https://aws.amazon.com/blogs/desktop-and-application-streaming/simplify-device-redirection-on-amazon-workspaces-personal-and-amazon-appstream-using-fabulatech/
"Simplifying Amazon WorkSpaces access with JumpCloud Go: a secure, passwordless approach",,2024-02-19T16:03:04+00:00,2024-02-22T17:47:34+00:00,Amazon WorkSpaces,https://aws.amazon.com/blogs/desktop-and-application-streaming/simplifying-amazon-workspaces-access-with-jumpcloud-go-a-secure-passwordless-approach/
Solving common Amazon WorkSpaces connection issues to on-premises setups,,2020-08-18T16:26:16+00:00,2020-08-18T16:26:16+00:00,Amazon WorkSpaces,https://aws.amazon.com/blogs/desktop-and-application-streaming/solving-common-amazon-workspaces-connection-issues-to-on-premises-setups/
Streaming ArcGIS Pro from Amazon AppStream 2.0,,2019-02-20T23:17:08+00:00,2019-02-25T16:04:08+00:00,Amazon AppStream 2.0,https://aws.amazon.com/blogs/desktop-and-application-streaming/steaming-arcgis-pro-from-amazon-appstream-2-0/
Storing AppStream 2.0 Windows Event logs in S3 with IAM roles and Windows Task Scheduler,,2020-02-05T21:36:39+00:00,2020-02-05T21:36:39+00:00,End User Computing,https://aws.amazon.com/blogs/desktop-and-application-streaming/storing-appstream-2-0-windows-event-logs-with-iam-roles-and-windows-task-scheduler/
Strategies for enabling any application in a virtual desktop environment,,2023-09-08T17:53:23+00:00,2023-09-08T17:53:23+00:00,Amazon WorkSpaces,https://aws.amazon.com/blogs/desktop-and-application-streaming/strategies-for-enabling-any-application-in-a-virtual-desktop-environment/
Stream applications at a lower cost with Amazon AppStream 2.0 Elastic fleets and Linux compatibility,,2021-11-19T22:52:34+00:00,2021-11-19T22:52:34+00:00,Amazon AppStream 2.0,https://aws.amazon.com/blogs/desktop-and-application-streaming/stream-applications-at-a-lower-cost-with-amazon-appstream-2-0-elastic-fleets-and-linux-compatibility/
Stream PTC Creo CAD Application on Amazon AppStream 2.0 in 6 Easy Steps,,2021-02-23T17:58:51+00:00,2021-02-24T16:39:37+00:00,Amazon AppStream 2.0,https://aws.amazon.com/blogs/desktop-and-application-streaming/stream-ptc-creo-cad-application-on-amazon-appstream-2-0-in-6-easy-steps/
Stream your FlexApps with your Amazon AppStream 2.0 environment,,2019-05-15T22:54:56+00:00,2019-05-16T15:32:17+00:00,,https://aws.amazon.com/blogs/desktop-and-application-streaming/stream-your-flexapps-with-your-amazon-appstream-2-0-environment/
Streaming from interface VPC endpoints for Regulated environments with Amazon WorkSpaces applications,,2023-03-07T16:42:07+00:00,2025-11-11T19:44:22+00:00,Amazon AppStream 2.0,https://aws.amazon.com/blogs/desktop-and-application-streaming/streaming-from-vpc-endpoints-with-appstream-2-0/
Streamline application onboarding with applications manager for Amazon WorkSpaces Applications,,2023-06-29T22:23:11+00:00,2025-11-11T17:12:17+00:00,Amazon AppStream 2.0,https://aws.amazon.com/blogs/desktop-and-application-streaming/streamline-application-onboarding-with-applications-manager-for-amazon-appstream-2-0/
Streamline automation and management of the Amazon WorkSpaces Family,,2024-10-18T16:27:50+00:00,2024-10-18T16:36:18+00:00,Amazon WorkSpaces,https://aws.amazon.com/blogs/desktop-and-application-streaming/streamline-automation-and-management-of-the-amazon-workspaces-family/
Streamlining migration of virtual desktop infrastructure to AWS End User Computing,,2023-11-24T18:05:14+00:00,2023-11-24T23:20:06+00:00,Announcements,https://aws.amazon.com/blogs/desktop-and-application-streaming/streamlining-migration-of-virtual-desktop-infrastructure-to-aws-end-user-computing/
Streamlining VDI migration to AWS with Amazon WorkSpaces Core,,2023-09-12T22:16:52+00:00,2023-09-13T19:03:34+00:00,Amazon WorkSpaces Core,https://aws.amazon.com/blogs/desktop-and-application-streaming/streamlining-vdi-migration-to-aws-with-amazon-workspaces-core/
Track user processes in Amazon AppStream 2.0 sessions,,2023-08-24T18:48:49+00:00,2023-08-30T20:30:19+00:00,Amazon AppStream 2.0,https://aws.amazon.com/blogs/desktop-and-application-streaming/track-user-processes-in-amazon-appstream-2-0-sessions/
Two new blogs on Amazon AppStream 2.0 in education,,2018-12-06T16:36:46+00:00,2018-12-06T16:39:42+00:00,Amazon AppStream 2.0,https://aws.amazon.com/blogs/desktop-and-application-streaming/two-new-blogs-on-appstream-2-0-in-education/
Understand user access patterns and optimize Amazon WorkSpaces with Amazon CloudWatch,,2023-11-20T18:14:06+00:00,2023-11-20T18:21:19+00:00,Amazon CloudWatch,https://aws.amazon.com/blogs/desktop-and-application-streaming/understand-user-access-patterns-and-optimize-amazon-workspaces-with-amazon-cloudwatch/
Unified access to AWS End User Computing services,,2024-02-29T19:14:56+00:00,2025-11-12T14:16:08+00:00,Amazon AppStream 2.0,https://aws.amazon.com/blogs/desktop-and-application-streaming/unified-access-to-aws-end-user-computing-services/
Unlock Deeper Insights for your Amazon WorkSpaces with ControlUp,,2025-06-24T15:42:28+00:00,2025-06-24T15:42:28+00:00,Amazon WorkSpaces,https://aws.amazon.com/blogs/desktop-and-application-streaming/unlock-deeper-insights-for-your-amazon-workspaces-with-controlup/
Use Agentic AI to Simplify Amazon WorkSpaces Support with Amazon Bedrock Agents,,2025-06-19T18:13:41+00:00,2025-06-19T18:13:41+00:00,Amazon AppStream 2.0,https://aws.amazon.com/blogs/desktop-and-application-streaming/use-agentic-ai-to-simplify-amazon-workspaces-support-with-amazon-bedrock-agents/
Use Amazon AppStream 2.0 application entitlements with Azure AD,,2022-01-07T16:46:43+00:00,2022-01-07T16:46:43+00:00,Amazon AppStream 2.0,https://aws.amazon.com/blogs/desktop-and-application-streaming/use-amazon-appstream-2-0-application-entitlements-with-azure-ad/
Use Amazon CloudWatch Events with Amazon WorkSpaces and AWS Lambda for greater fleet visibility,,2019-03-04T21:11:09+00:00,2019-03-04T21:11:09+00:00,Amazon WorkSpaces,https://aws.amazon.com/blogs/desktop-and-application-streaming/use-amazon-cloudwatch-events-with-amazon-workspaces-and-aws-lambda-for-greater-fleet-visibility/
Use Amazon FSx for Windows File Server and FSLogix to Optimize Application Settings Persistence on Amazon AppStream 2.0,,2020-07-02T18:17:58+00:00,2021-01-16T05:26:43+00:00,Amazon AppStream 2.0,https://aws.amazon.com/blogs/desktop-and-application-streaming/use-amazon-fsx-and-fslogix-to-optimize-application-settings-persistence-on-amazon-appstream-2-0/
Use AWS Lambda to adjust scaling steps and thresholds for Amazon AppStream 2.0,,2023-07-18T15:04:03+00:00,2023-07-18T15:05:01+00:00,Amazon AppStream 2.0,https://aws.amazon.com/blogs/desktop-and-application-streaming/use-aws-lambda-to-adjust-scaling-steps-and-thresholds-for-amazon-appstream-2-0/
Use Microsoft Entra MFA and Microsoft Network Policy Server (NPS) for multi-factor authentication with Amazon WorkSpaces,,2020-04-03T01:54:11+00:00,2024-05-08T12:13:14+00:00,Amazon WorkSpaces,https://aws.amazon.com/blogs/desktop-and-application-streaming/use-azure-mfa-and-microsoft-network-policy-server-nps-for-multi-factor-authentication-with-amazon-workspaces/
"Use Elastic fleets and Linux for inexpensive, secure bastion hosts in Amazon AppStream 2.0",,2021-11-19T23:51:42+00:00,2022-12-19T21:53:07+00:00,Amazon AppStream 2.0,https://aws.amazon.com/blogs/desktop-and-application-streaming/use-elastic-fleets-and-linux-for-inexpensive-secure-bastion-hosts-in-amazon-appstream-2-0/
Use Session Tags to Simplify AppStream 2.0 Permissions,,2021-03-09T21:55:43+00:00,2021-03-09T21:55:43+00:00,Amazon AppStream 2.0,https://aws.amazon.com/blogs/desktop-and-application-streaming/use-session-tags-to-simplify-appstream-2-0-permissions/
Use Veyon to remote control and monitor virtual labs on Amazon WorkSpaces,,2023-05-15T20:47:15+00:00,2023-05-15T20:47:15+00:00,Amazon WorkSpaces,https://aws.amazon.com/blogs/desktop-and-application-streaming/use-veyon-to-remote-control-and-monitor-virtual-labs-on-amazon-workspaces/
Use your IGEL-powered thin client endpoint to stream your Amazon AppStream 2.0 applications,,2019-06-04T15:58:35+00:00,2021-06-21T17:43:29+00:00,Amazon AppStream 2.0,https://aws.amazon.com/blogs/desktop-and-application-streaming/use-your-igel-powered-thin-client-endpoint-to-stream-your-amazon-appstream-2-0-applications/
User Issue Reporter for Amazon AppStream 2.0,,2020-06-19T22:09:48+00:00,2020-06-19T22:14:22+00:00,Amazon API Gateway,https://aws.amazon.com/blogs/desktop-and-application-streaming/user-issue-reporter-for-amazon-appstream-2-0/
Using Amazon API Gateway with Amazon WorkSpaces to interact with AWS resources,,2020-04-06T17:46:51+00:00,2020-05-29T20:43:09+00:00,Amazon WorkSpaces,https://aws.amazon.com/blogs/desktop-and-application-streaming/using-amazon-api-gateway-with-amazon-workspaces-to-interact-with-aws-resources/
Using Amazon AppStream 2.0 application entitlements with Google Workspace,,2022-12-12T22:36:52+00:00,2022-12-29T07:46:30+00:00,Amazon AppStream 2.0,https://aws.amazon.com/blogs/desktop-and-application-streaming/using-amazon-appstream-2-0-application-entitlements-with-google-workspace/
Using Amazon CloudWatch to prepare for WSP migration of Amazon WorkSpaces,,2023-02-24T17:29:34+00:00,2023-02-24T17:30:54+00:00,Amazon CloudWatch,https://aws.amazon.com/blogs/desktop-and-application-streaming/using-amazon-cloudwatch-to-prepare-for-wsp-migration-of-amazon-workspaces/
Using Amazon FSx for Windows File Server with Amazon WorkSpaces,,2019-01-09T17:30:05+00:00,2019-01-09T17:30:05+00:00,Amazon WorkSpaces,https://aws.amazon.com/blogs/desktop-and-application-streaming/using-amazon-fsx-for-windows-file-server-with-amazon-workspaces/
Using Amazon FSx with Amazon AppStream 2.0,,2018-11-28T18:37:42+00:00,2021-01-16T05:27:23+00:00,Amazon AppStream 2.0,https://aws.amazon.com/blogs/desktop-and-application-streaming/using-amazon-fsx-with-amazon-appstream-2-0/
Using Amazon WorkDocs with Amazon AppStream 2.0,,2018-11-21T17:30:32+00:00,2024-04-25T17:22:58+00:00,Amazon AppStream 2.0,https://aws.amazon.com/blogs/desktop-and-application-streaming/using-amazon-workdocs-with-amazon-appstream-2-0/
Using AppStream 2.0 as a hardened and auto-scaled bastion host,,2021-08-10T23:47:54+00:00,2021-08-10T23:47:54+00:00,Amazon AppStream 2.0,https://aws.amazon.com/blogs/desktop-and-application-streaming/using-appstream-2-0-as-a-hardened-and-auto-scaled-bastion-host/
Using Auth0 with Microsoft Active Directory on Amazon AppStream 2.0,,2022-12-20T00:58:31+00:00,2022-12-20T22:08:43+00:00,Amazon AppStream 2.0,https://aws.amazon.com/blogs/desktop-and-application-streaming/using-auth0-with-ad-on-amazon-appstream-2-0/
Understand end-user access to Amazon WorkSpaces with Amazon CloudWatch,,2022-07-19T16:59:22+00:00,2023-02-16T18:56:55+00:00,Amazon WorkSpaces,https://aws.amazon.com/blogs/desktop-and-application-streaming/using-cloudwatch-to-understand-how-end-users-are-accessing-workspaces/
Using custom domains with Amazon AppStream 2.0,,2019-11-01T18:06:54+00:00,2020-02-19T20:45:19+00:00,Advanced (300),https://aws.amazon.com/blogs/desktop-and-application-streaming/using-custom-domains-with-amazon-appstream-2-0/
Using Kinesis Agent for Linux to stream application logs in AppStream 2.0,,2023-02-17T22:14:39+00:00,2023-03-23T16:32:54+00:00,Amazon AppStream 2.0,https://aws.amazon.com/blogs/desktop-and-application-streaming/using-kinesis-agent-for-linux-to-stream-application-logs-in-appstream-2-0/
Using Kinesis Agent for Microsoft Windows to store AppStream 2.0 Windows Event Logs,,2020-02-05T21:37:37+00:00,2022-05-05T18:27:26+00:00,Amazon AppStream 2.0,https://aws.amazon.com/blogs/desktop-and-application-streaming/using-kinesis-agent-for-microsoft-windows-to-store-appstream-2-0-windows-event-logs/
Using Microsoft AppLocker to manage application experience on Amazon AppStream 2.0,,2020-07-15T21:07:32+00:00,2020-07-15T21:07:32+00:00,Amazon AppStream 2.0,https://aws.amazon.com/blogs/desktop-and-application-streaming/using-microsoft-applocker-to-manage-application-experience-on-amazon-appstream-2-0/
Using multi-Region AWS Managed Active Directory with Amazon WorkSpaces,,2022-04-07T20:56:58+00:00,2022-04-07T20:56:58+00:00,Amazon WorkSpaces,https://aws.amazon.com/blogs/desktop-and-application-streaming/using-multi-region-aws-managed-active-directory-with-amazon-workspaces/
Using Python to power an AppStream 2.0 Linux Imaging Assistant GUI,,2022-09-12T16:46:41+00:00,2022-09-12T16:46:41+00:00,Amazon AppStream 2.0,https://aws.amazon.com/blogs/desktop-and-application-streaming/using-python-to-power-an-appstream-2-0-linux-imaging-assistant-gui/
Using serverless AWS services as an external authenticator for NICE DCV,,2023-05-08T14:43:42+00:00,2023-06-19T21:03:36+00:00,Amazon EC2,https://aws.amazon.com/blogs/desktop-and-application-streaming/using-serverless-aws-services-as-an-external-authenticator-for-nice-dcv/
Utilize OneLogin with application entitlements for Amazon AppStream 2.0,,2023-01-25T17:47:02+00:00,2023-01-25T17:58:07+00:00,Amazon AppStream 2.0,https://aws.amazon.com/blogs/desktop-and-application-streaming/utilize-onelogin-with-application-entitlements-for-amazon-appstream-2-0/
Utilizing CloudWatch Internet Monitor with Amazon WorkSpaces Personal,,2024-08-29T13:17:20+00:00,2024-08-29T20:19:21+00:00,Amazon CloudWatch,https://aws.amazon.com/blogs/desktop-and-application-streaming/utilizing-cloudwatch-internet-monitor-with-amazon-workspaces-personal/
Visualize Amazon WorkSpaces Utilization With Amazon QuickSight,,2024-12-20T21:04:17+00:00,2024-12-20T21:20:30+00:00,Amazon QuickSight,https://aws.amazon.com/blogs/desktop-and-application-streaming/visualize-amazon-workspaces-utilization-with-amazon-quicksight/
"Visualizing AppStream 2.0 session latency metrics using AWS Lambda, Amazon Kinesis Data Stream and Amazon OpenSearch Service",,2022-06-27T14:20:43+00:00,2024-01-31T16:23:21+00:00,End User Computing,https://aws.amazon.com/blogs/desktop-and-application-streaming/visualizing-appstream-2-0-session-latency-metrics-using-aws-lambda-amazon-kinesis-data-stream-and-amazon-opensearch-service/
Web application redirection options for the AppStream 2.0 Client,,2021-03-30T15:02:36+00:00,2021-04-22T19:56:18+00:00,Amazon API Gateway,https://aws.amazon.com/blogs/desktop-and-application-streaming/web-application-redirection-options-for-the-appstream-2-0-client/
Welcome to the Desktop and Application Streaming Blog,,2018-05-08T18:42:59+00:00,2018-05-08T18:54:48+00:00,Amazon AppStream 2.0,https://aws.amazon.com/blogs/desktop-and-application-streaming/welcome-to-the-desktop-and-application-streaming-blog/
What AWS End User Computing is brewing for re:Invent 2022,,2022-11-11T19:09:34+00:00,2023-10-17T21:10:19+00:00,Announcements,https://aws.amazon.com/blogs/desktop-and-application-streaming/what-aws-end-user-computing-is-brewing-for-reinvent-2022/
"When updates can’t wait, look to the cloud",,2024-10-17T16:54:55+00:00,2024-10-17T16:55:33+00:00,Amazon WorkSpaces,https://aws.amazon.com/blogs/desktop-and-application-streaming/when-updates-cant-wait-look-to-the-cloud/
Why Customers Are Moving Their Windows Desktops to the Cloud with Amazon WorkSpaces,,2019-10-11T17:55:06+00:00,2020-07-10T21:00:48+00:00,Amazon WorkSpaces,https://aws.amazon.com/blogs/desktop-and-application-streaming/why-customers-are-moving-their-windows-desktops-to-the-cloud-with-aws/
Windows 10 end of support is almost here – Run Windows 11 on Amazon WorkSpaces,,2025-07-14T16:05:08+00:00,2025-07-14T16:05:08+00:00,Amazon WorkSpaces,https://aws.amazon.com/blogs/desktop-and-application-streaming/windows-10-end-of-support-is-almost-here-run-windows-11-on-amazon-workspaces/
Windows 10 System Registry Backup,,2019-07-04T00:02:32+00:00,2019-07-04T00:43:13+00:00,,https://aws.amazon.com/blogs/desktop-and-application-streaming/windows-10-system-registry-backup/
Work From Home Offer – Extended – Amazon WorkSpaces and Amazon Chime,,2020-06-25T00:12:08+00:00,2020-11-25T17:28:30+00:00,Amazon Chime,https://aws.amazon.com/blogs/desktop-and-application-streaming/work-from-home-offer-extended-amazon-workspaces/
Work from home offer for Amazon WorkSpaces,,2020-04-01T17:06:01+00:00,2020-07-10T20:54:14+00:00,Amazon WorkDocs,https://aws.amazon.com/blogs/desktop-and-application-streaming/work-from-home-offer-for-amazon-workspaces/
Workshops for Amazon AppStream 2.0 and Amazon WorkSpaces updated,,2022-05-27T16:32:28+00:00,2022-05-27T16:32:28+00:00,Amazon AppStream 2.0,https://aws.amazon.com/blogs/desktop-and-application-streaming/workshops-for-amazon-appstream-2-0-and-amazon-workspaces-updated/
Workspot announces Cloud PCs powered by Amazon WorkSpaces Core,,2023-02-14T03:04:08+00:00,2023-02-14T03:07:23+00:00,Announcements,https://aws.amazon.com/blogs/desktop-and-application-streaming/workspot-announces-cloud-pcs-powered-by-amazon-workspaces-core/
Workspot Announces General Availability on Amazon WorkSpaces Core,,2025-07-02T14:43:55+00:00,2025-07-02T14:44:18+00:00,Amazon WorkSpaces,https://aws.amazon.com/blogs/desktop-and-application-streaming/workspot-announces-general-availability-on-amazon-workspaces-core/
Workspot kündigt Amazon Workspaces Core unterstützte Cloud-PCs an.,,2023-02-14T03:04:12+00:00,2023-02-17T22:22:29+00:00,Amazon WorkSpaces,https://aws.amazon.com/blogs/desktop-and-application-streaming/workspot-kundigt-amazon-workspaces-core-unterstutzte-cloud-pcs-an/
Your guide to End User Computing at re:Invent 2020,,2020-12-07T23:36:48+00:00,2021-01-15T18:17:15+00:00,*Post Types,https://aws.amazon.com/blogs/desktop-and-application-streaming/your-aws-euc-guide-to-reinvent-2020/
Your AWS EUC guide to re:Invent,,2019-11-11T20:38:42+00:00,2020-11-21T00:51:41+00:00,AWS re:Invent,https://aws.amazon.com/blogs/desktop-and-application-streaming/your-euc-guide-to-reinvent-breakout-sessions/
Your guide to End User Computing at re:Invent 2021,,2021-11-19T23:15:01+00:00,2021-11-24T23:27:18+00:00,Amazon AppStream 2.0,https://aws.amazon.com/blogs/desktop-and-application-streaming/your-guide-to-end-user-computing-at-reinvent-2021/
